semana_epidemiologica,lower_bound_casos,upper_bound_casos,median_casos,lower_bound_uci,upper_bound_uci,median_uci,lower_bound_def,upper_bound_def,median_def
31,31.735141281132726,39.62390263707643,35.61777379087809,76.56552948256319,86.39121022376189,81.83579043460817,79.94300095151027,87.08058853165315,83.70956286161137
32,38.465338805667045,46.04443433634481,42.342397756544045,74.65786733263921,86.21571148473461,81.00608926809997,70.14825311447119,83.87573790910393,77.72404853193486
